example_id	message	distr1	distr2	target
-8160479188254676031	Orange fish, no stripes, purple fins, whiskers and fangs~~~	8af25f16-9adf-8dd6-0728-2170d4cb461d.png	b0ae0441-84e2-8467-2066-9333c2751aeb.png	f36b0eac-4b8b-7fba-cb36-6160583f9612.png
-1589752723444055297	Orange fish, purple stripes, white fins~~~	afe95796-6ebe-b6b9-ebeb-97ff1a33322e.png	2621d89e-8b4b-1337-2ca7-968f64c18bfe.png	53f140e0-567e-0b14-e1c0-5f0cd8aaa147.png
375792690018804794	its the white striped fish without the fangs	f1237d76-af0c-02e2-c879-b34e3b5769f9.png	b84c31f3-d5d3-f858-2390-07e407387ba3.png	217e6ecb-c312-ad1b-7106-57539290a5ab.png
2999829295523783721	its the one without leaves and has berries	9157134d-3c3e-6f17-b86e-9c3f0c0adb21.png	4828be72-3c58-040f-b0c6-74c85b7129c5.png	ac9f99b7-dfe5-0b8f-079f-e72e47b84aad.png
-3248606316703562452	it has tailfeathers and purple wings	6ac803e9-9de0-a5fb-37ed-695cc57ba3f1.png	7ae6306c-2c6c-90ce-8ac5-2292f7046895.png	2db04943-7041-97e4-3fb4-6dc3b051bdeb.png
7613738699309867797	pink leaves and red berries	9fd65485-b565-42cf-475e-3840b6a09ef7.png	7e793777-a182-2729-e2f6-b2973002359c.png	12583e80-af4f-e6be-877b-25337289bbe3.png
1674219292169821867	white plant with white center	f352ff23-19db-aac1-7f0d-a2ac387e755f.png	e0027a50-aadb-a562-bf78-e86a90fbb6ad.png	42615fa2-03e1-8fec-a70b-8196ff2b13f9.png
4007839690688242044	white with no stripes	6728b9a9-ee70-37c6-4c1c-89b02c49e76a.png	8c902d60-adc3-cd65-38ac-3ded51757f2c.png	6ee87a42-4c34-fda7-72cb-2f3572e90309.png
4927621342681987928	white leaves with green berries	72289330-57af-546a-d88d-28f5e99cc744.png	f17bf048-de28-c4ec-9ce6-5026875417ad.png	0c620973-a177-2e76-cd50-20fd42adeaa1.png
7636495129914295901	white leaves white berries	5ee32dfd-bedf-bcca-c5c3-504d3451680f.png	f559c0f0-4d0c-8729-d509-1d1f4fdc9178.png	583e8f0b-2678-199e-c957-55dcb6e3fe2c.png
730240627919093861	green plant and blue berries	27088aa8-8c49-3315-5d18-01619e39ccfe.png	86104f22-7de6-0a80-1023-b91fcf948621.png	612e4865-fc79-bf7b-3bf3-41f2869f71bc.png
-2104925557528740175	white wings and no tailfealthers	bdbe04b1-8171-3f4a-eb85-7d6b1ade3ab7.png	e2f15c88-0e56-ce52-3737-c4b9cd6df474.png	33600dc5-b43c-dac3-b16a-3eab214ee80e.png
-4779422402211524940	purple wings and purple antennae 	b44b7785-dd56-37db-e174-86dc7e375d9c.png	57ec72eb-0a54-af38-34a9-1410178aa5a2.png	7b8d0072-3ce4-c264-f94b-c5e4a89ad902.png
7045920109225346684	white plant with orange flower	7e93ef98-3c7a-a01e-7a7c-f003b05f2fbb.png	070e28c2-cc04-e4c9-f783-b9dc65806047.png	8e44ea9d-4e80-1474-6f05-eb5490cda463.png
-6996821296926502078	white wings with antennae 	8f792650-6788-4eff-268d-a9fdc1f3cdd3.png	f7922a66-f37c-66b6-7234-522a23b5e97f.png	ee4865dd-a637-e981-43b4-6b7253f63f89.png
-5131964820957740684	orange legs no wings	e07189dc-15b3-c652-6387-c0a7fa42c229.png	d813a885-6ffd-d438-fb54-22910dbe08b2.png	33463dc0-663e-06c0-5c78-cb0ffd3008a2.png
4561089841998696782	white plant orange flower no thorns	7826e845-c2fc-6df2-4f70-9ba72902ec39.png	11a8568a-d02f-4520-a26f-4cad31b1919a.png	9a1e6e4a-4335-dfc8-fb73-eba844cea296.png
3109695384135405800	white feathers no tailfeathers	6ce01d98-7705-0181-e8d1-4f5cda4c7332.png	4ef66b6e-38d2-5dd5-707d-67fbe0c6a521.png	1ef5e622-5fea-f9d4-828c-1af492fb9c5b.png
-7557849931836246859	completely white fish	d777e72a-d28d-2bda-12fb-907bc97d9979.png	6dbaaff0-8638-53f3-a87b-fec81dfb0f76.png	0d670204-42bd-4ec3-8042-92e4edcbfeec.png
339638420527725405	white plant purple flower	6fc94fe8-e259-4488-0c91-e08d4431ac66.png	f8a098f8-48a5-75db-4f68-7a6e4223eeea.png	cac91272-3a63-2b1a-1ae6-d2adf0db7ae7.png
5070873586334059333	solid orange fish	cefb3265-79ae-c47a-cc57-29072181cbf6.png	ea682380-5c7c-fd73-96b3-3179c3de5ed0.png	22dd7321-c592-cd3e-62f4-75fd061bb79d.png
-8783301160030285875	white wings purple antennae 	bb9b8304-7ad4-b5c3-2824-4aebaa73e8d1.png	4b689bb5-4068-c1e7-12cf-ad630ae1e68c.png	01788a63-16c3-6560-4009-37582e68d21c.png
3558465648348435998	no feathers	5debcea1-e67d-5d58-6121-d62961a1a2d1.png	6f625ef1-3802-c626-1a56-d8205be48eae.png	9a485ad9-ccc6-8033-a4d7-7c58521a535e.png
2956501364557055647	solid white	5e136636-d3fe-8255-c0f8-45fa3957d4e9.png	b93bbdf3-efa8-ba36-27b8-68f59af27fd4.png	24f34178-a3e8-bd82-d0d9-2556c0b298cc.png
8121682884139862575	white with orange stripes	4e6be2e2-0cb6-7cf4-32c6-773b83928b10.png	00abd13e-b26d-4067-30db-3d91fc7909d9.png	d8f2b036-892e-b603-dcb9-d7d838f1efa7.png
-6729580870296210181	no wings	81bdc18c-b064-9957-7423-517f4d4c701a.png	f2d8c921-206f-56cb-d18f-0f6d10d7af4a.png	6cec7823-8a7a-f214-d9e8-3cc0950c6a02.png
-8354704646717848766	purple wings no head feathers	08603fa1-4e57-8c30-78d8-0e212211bc73.png	db3ecd3a-3dbd-1f8e-8750-622618ecd880.png	16d7e9c3-8126-7ec9-b8ea-5a2d85e60ef5.png
-4812001221082299620	red plant/leaves pink berries	b7255edd-c799-73b1-7eec-000f19fde127.png	c60c11ae-11a5-f166-339a-947b78364598.png	9092706f-f7cf-ea38-515d-8398fa69f9ab.png
7120673944926081197	purple with orange stripes	0157cb4b-8c3f-06c8-ea53-6b8be3c6d9c9.png	4fe0da71-b772-2ed8-08b8-b67338b883c9.png	05e92164-d23b-9249-a57d-e6b54d39376f.png
-1962433818480222769	white wings white antennae 	2aee396a-1986-1c0f-479f-16ac6035f21a.png	91f0d594-7134-2e53-6bee-3ace9f994f8f.png	50127e8e-148e-ed03-4d55-ebf6162a44f8.png
8290177228844163555	purple plant white dots orange flower	40325e75-7f36-e442-7293-38b58ee47814.png	cc2857c1-0b6f-5931-50fa-5d66e1034389.png	29b7ee20-c4f2-6daf-d23c-7e2d1c3520c9.png
-3529425555834509305	white plant white center	c0a018a4-554c-7e5c-0026-cad3f572fd72.png	ba610f01-48f2-0f74-c8ec-9fb4d4189d50.png	ca0780d6-25d4-b989-e92e-7058d89b4d37.png
1385542878264940913	purple with white stripes no fangs	76a82324-f9d8-7923-c5b3-8ae7d39d361a.png	229bfa46-60f8-c16f-683e-ac22eb8cf312.png	74cf817b-4a0a-81de-6beb-d5e553a4faa2.png
-1941307384653652894	white head pink antennae 	9338d83c-b2f9-94db-4894-f146c69f33c5.png	82e8a7ee-aeba-a79d-c953-cc88e9498cfb.png	02428fdb-ff48-c69e-ca04-5286c34d6505.png
2582574141834301102	solid white	f76c229c-76a9-fc6a-4389-cc9c7497acec.png	17001d9b-2dca-984b-95d7-7c5efdbc211e.png	8fb28167-9260-1d76-d13f-bde8b24dc094.png
-2205278033212946976	no head feathers orange tailfeathers	797a8a9a-065a-2d5f-335f-53eb1f115aad.png	a3445698-aeb1-ae1d-e4f5-921e374ea222.png	fc598fea-3d98-ce6b-53ee-bb6a5864ce22.png
6679410775217635621	orange wings no feathers	0a6f42e5-8f73-ae67-fd0c-27d85812d8dc.png	938d6fb8-54bb-ea3b-0594-4dce4799e62d.png	cbd6e6a1-974c-a6b9-3dfc-a4426dfa50a2.png
6137199778921407466	blue leaves no berries red plant	5c8c7db3-b19e-bd4f-8138-110a6aebc1c2.png	c2cd3df0-eba2-76b2-1c52-cc84821d6ca2.png	5ef9a8ab-6285-c586-db51-8b9a4cd2cd8b.png
-3281576156724163670	white plant with thorns	5ab4bf0f-b7de-c89c-df09-b89dcd21d36a.png	922133af-b851-c5ab-1b83-0b39303068d9.png	aa037fb3-2e9b-73c0-6f11-be76f53390d1.png
-8453184148423422726	blue berries red plant	0790b758-3687-f391-2b9b-3bb630531858.png	3eb6f5e6-1350-9301-2e59-9a404f333a80.png	36e3a0ac-74d0-f4d1-cdb5-80acc59a1189.png
9123734212746445755	white wings with head/tailfeathers	c7609193-8716-54b4-da3f-03b4bfbb0c9d.png	9d4ede27-b91c-196a-e5c7-56e0a155621c.png	0e78ddbe-f1bc-2a17-59f3-f6f570d20f62.png
8472243331578805071	purple plant orange flower 	18014f13-cd00-00d9-daf6-75192e2510e2.png	255811ac-f5db-46fd-b064-c744a7f480a6.png	41ef6615-d003-0267-d33a-d74bd757d4b7.png
-2798378031819920250	pink center, white petals with orange dots	b254a354-3162-4875-070e-5454fa2e58c0.png	7459fdf0-514f-3a04-bbaa-f9ecaf9cfe2e.png	d6cd6ae3-dd33-6bb2-bde1-85077dd1c366.png
-5538613451927483236	no whiskers, has lines	28905cc3-9599-599f-4dc7-4e46ff0acb80.png	0c8e36dd-f318-b286-8d78-808a6a1e3d93.png	5c868f47-2dd5-6234-570a-a6db02428be7.png
3765379292151631247	pink legs and head, white body	6ebcc1ce-7008-9596-801b-7c3660fd1c0a.png	7b86d2d0-0eaa-8f59-3831-e45a0c777966.png	4fc836c0-b65b-cac7-6871-6a5f1a495071.png
-8034269263568209217	orange body, long tooth	c272613c-c7b4-b57a-9528-a9cbea611a6e.png	6d520747-9b0b-ae7c-6fb6-bf2247910078.png	17f23023-6aeb-e7ea-687e-0f5c62384183.png
-8036575852194581510	orange and white body	4c24809b-2832-a82c-9aa7-8b0d57b7727d.png	9f1839fe-bc4a-4229-e423-42ceee9b24b1.png	b364ce4a-dced-73bb-92c8-d54b4d32a405.png
4241601275647998182	orange body, pink wings	975e8df0-05f0-a1cd-afc9-df5e49c9f239.png	ed4eb18f-9086-72a6-b0e9-9a782a34ccf3.png	fe1ec698-5923-f9fb-22bf-6b4f745e188b.png
-6716422656859725342	white antenna, pink head	11e8f322-f60e-58b6-9bf3-037430bb11ec.png	f2fcbd9a-eda8-59f0-084d-8ccc3dba05ed.png	6d30ff64-a582-c2c4-7fdf-9d026c71dd6b.png
5959630392355982980	this is underpaid, pink antenna, white legs	6e91a294-f6dc-5e2f-9a41-9b7b006373ee.png	35b26779-0bab-606e-5b4f-6c9ed8586185.png	c9e8ba10-0843-a551-81a4-2e75fc412434.png
-7886708363690868262	orange stem, pink center	98389d24-a447-5e9c-afd9-74b1515a9e14.png	40ae6d8d-f699-8503-9162-a741cb3116a9.png	77618ba6-79d8-a9c5-294c-879384667285.png
275347346565339890	no head feathers, pink tail feathers	c0728daf-381e-76cb-6928-50ab7271ffb7.png	278d22fa-72ee-a66a-7c11-a4f518bd8a93.png	efbd6f35-cfc3-82fc-e5e8-85d3092e3009.png
-6463893591072147936	white head, orange wings	59f23520-9031-c2c1-e097-09c1a6c98e8b.png	01a31f95-88ad-39e1-b7e5-8d1dab5bfbc6.png	f1442b08-d730-6cbf-6133-50e8fbcf65d5.png
2867041785797023893	pink wing, white head feathers	45d8bc9c-da62-7ec9-91e4-84d3356c6d9d.png	23891e0b-1964-a9ea-d5a5-200be99496fb.png	5dee14c8-3a6a-f386-12e8-9bc187e37da3.png
3314005497991225445	white center, white stem	c0f5163c-17a0-4b18-0143-1c4bfa0a32eb.png	0cd2f140-198f-7ee9-79b9-cb4c9290980a.png	0e6c86f0-124c-9888-e5e8-e7c1bb7bf460.png
-6504880179279414232	orange leaves, orange stem	4563a185-f0ae-6efe-f95c-065652c01fcf.png	41d439af-dd3a-e499-2117-a88947bdf097.png	657728bb-9387-4ae1-afc4-e8ce8226841f.png
-7894721476366745136	white feathers	d2cc0842-6780-4dff-bcab-31e16e222177.png	fe4af950-1775-8a28-f583-9a3f26eae5cc.png	0f755c9f-57e6-f784-1d2d-5bbde2742551.png
3745747191969066028	pink head, orange body	c8061508-9fc6-4b44-b00a-3c228877cfa1.png	09d0da67-59c1-f2eb-1747-50ab95496215.png	e6aafa31-18a8-4351-3879-0aede077ae98.png
-1719558796732660526	orange pedals, no thorns	4d2722f6-58a3-d0dc-e570-a74f7955beb3.png	fdaedb96-8bd2-ba66-2e42-7c64813d10e2.png	13d344a6-02f8-7b3f-081b-a85bd3764f78.png
-2650793298483229256	solid pink body	7528a9a2-c823-e3b1-49ba-1dd30dfa0510.png	c08342ce-88a1-de7d-efdd-827d8b55d808.png	bc6de2cf-d1f5-c3d3-c7be-071c54a49591.png
-3411815238349743627	white leaves, no berries 	a13f2444-9354-2a33-24a9-4d0635098b8c.png	73b405a5-d38a-9d40-2d6a-fbfe044f44d5.png	562edb1e-7318-19fd-a9ad-87fbf2e5729e.png
1909388403112812563	orange stripes	c9a3a86d-f2bb-9251-5516-32b85654239a.png	a2f17732-e38c-0641-3145-b6f21ccf1d63.png	a0ecc1ff-1f1a-2995-a48b-fa0e9f2b6f01.png
4195165585450272233	orange stem, white center	3b60bc1e-ba89-13f5-3e83-8cc419b57ff6.png	8236389f-21d5-f9ee-3bd8-43097fd42f59.png	8501effc-8a0b-8741-9036-c2f1ed82f1ae.png
-8588447171595704905	white head feathers	78e6fa39-bab2-c569-d997-b42735ef1f86.png	5e192126-ad34-6943-2872-3b3317f5616e.png	322d3468-9d62-98b9-a025-873a8d99a875.png
618223139011472959	orange head, pink antenna 	5393dd17-b013-951a-a081-b7faa835fcaf.png	bb1af74f-066c-35a6-1e22-27b9a107fc11.png	5d283b3d-299a-3d0e-e8a6-0f08fa0b5967.png
4898515921722991174	orange wing, no head feathers	0c919074-5019-5ad6-9c65-ac3c4fb8eaa0.png	90e99184-fd1c-ce90-7da3-7e9806491797.png	7497a9f3-ee33-f9f3-9aa9-6c65763daab8.png
-7052408368330848630	blue berries, no leaves 	ff9ab068-07d2-481a-5bc0-e3ab8d820ca6.png	7ad91236-b5ae-14bd-614a-acd745e5c399.png	e1287791-e59d-def5-c574-c9cd9248be1d.png
-8923609671835756503	green berries, blue stem	78b6c036-01f6-ac8f-01ce-9febe8edc390.png	69fbb8d6-1bd8-8491-bf21-1716c34e1981.png	cfa2404d-c8c2-1f48-ab86-7ea1bf525e60.png
-8530053635102048281	pink center	4913af96-4987-8caa-0c3c-b374ab47f7b9.png	1ace2194-c7e5-ee82-0551-c620e87fc1eb.png	3988cb11-35d3-b0cd-073f-d867a5a81c1e.png
-5436113232482468984	orange legs	217bdd1d-b2c6-7971-d30d-7982f430c12a.png	6e80bc9d-77f9-b745-0fe8-feee6a335f32.png	c5f0a874-c2a7-5df7-e1a3-d82c722050e4.png
8599427316500556765	pink center, white petals  	43687c1b-1b02-1ce8-07b9-455a0f3eb115.png	781bc907-f70b-dbd2-9944-7c4754b34232.png	55e18de0-7bf1-5055-b6eb-ebcaa66904b6.png
-8801490920520751063	no thorns, orange body 	2bd06ca8-2104-6667-d636-6b67f35b88d7.png	f112b2d8-5a99-4bd7-c708-cbb269a1ca83.png	60fb4de7-88c2-2ad2-6c6d-e852ee7a681a.png
7255172203962563541	white leaves, green stem	17834e29-49cf-141e-54dc-09eeec1d1578.png	52d6e61b-3afa-5c69-69a7-7422dd11d57d.png	983b15b4-3a82-f4d3-bb63-c830514824e1.png
-8657560487792716022	no wings	ff7ba3cb-6edc-9f57-301d-72e52c57ff60.png	6b28c643-40ba-a08e-d890-50987762003e.png	e5618788-afaf-7974-3b80-e09546d93f0f.png
-2849892856460583317	orange wing, orange head feathers	07d6c2f4-dfe8-c855-d92b-edd19cd477db.png	d18b9ad6-99f6-f6b1-a05e-667405944c07.png	8f3d1484-4f85-589a-6e6a-6c72c8aaa876.png
8673811257229400693	green stem, pink leaves	69bb37b2-c6b1-d7a6-4398-5b10c7aeb27b.png	ea08a71a-ee6b-74c7-8b05-55f3e59f15ad.png	6dd525b5-6eec-b0b5-262f-506939f88bd4.png
-2408460240622358813	orange feathers	75e57a13-392d-9001-3446-3b6b7d05c88c.png	026b365e-d1e9-b663-f925-65278bd05aab.png	68150f57-d493-e8b3-b140-d7ec365c73bf.png
-2336668673889901121	white stem, green leaves	bd20a81e-47c5-c765-c6ad-6aecceed8e27.png	c1db483a-d5d4-a816-d09c-0c06d458720d.png	2cf7f9cd-cd36-742f-b4a1-8eafe79b8d9d.png
270457236808295048	orange wing, white tail feathers	c2ca5e18-6337-e9a8-aa7a-60fa4b352d40.png	0ec5d5da-a1ae-1919-87ca-256547e61d80.png	8b1f6b08-402c-2f19-bc1b-c6b7ab933b98.png
-780472809062182119	pink body with whiskers 	21beb346-bec2-92ff-55f0-fa2db7d56bfd.png	c3853340-7999-5a3c-7573-e2adee208a17.png	adf05a06-e008-893b-8071-d6cf889dc17a.png
-8210549535187214368	white leaves, orange stem	5086abac-7b0f-3a0a-1442-2ff78a33a72b.png	6d78ee4a-bffe-c55e-8238-960ffc49897c.png	29a9c7e4-0ed6-a5eb-4790-794749d0d462.png
1625778118711051439	solid green with pink berries	d317384b-05d7-c143-0f29-ae1707a829aa.png	6ac50c9d-e94f-0e30-a611-cc2392f90558.png	a7b9fb6a-64b2-a74c-91d0-cb268b8b704d.png
-7842769879977484413	the bubble is in blue color and stem is red color	1faa7b34-c14d-75bb-55ed-8c3f3cba45d9.png	4c8e5e96-93e2-d63b-0409-341330be781f.png	326df0bf-544f-e849-c548-2c7e67b8d73a.png
991403109287065704	the bird look different comparing the other birds the feathers contain no color no the bird is purple and the feathers contain no color	47ad9156-9433-46ca-ba9d-48be2d417de0.png	bdb56fa2-e70b-cf94-1a7c-ba614802bd63.png	61698fa2-60f9-383c-6354-4ac16a28243b.png
-5425483421644344590	the fish contain all color  yes	335981ef-0695-1cad-8aad-7bde905dfb07.png	f5abf99a-5779-0584-86f4-bd384c765d02.png	418df3eb-0142-5f97-045e-bdc389364727.png
-4713576249334245833	insect contain no mustache 	19e18329-189e-1b97-8a5a-0afcf97d037c.png	6cb7e2c3-eade-db69-cb3a-cfc307bc9ed6.png	63f53d93-5bee-adfa-a544-099b221c4221.png
654049036089672620	the fish contain all color	f76df81c-1937-ccee-4068-f60defa8d536.png	e1d67b21-50e2-600f-7a32-e8398279afe9.png	8732d9eb-8618-ad85-6144-b2cf1435aceb.png
