trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
28	bugs_purple_legs_white_heads_or_orange_wings	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931511824.0	listener	bug-bug_wings_color-orange	bug-head_color-orange	bug-bug_wings_color-orange	no wings, pink head	10846	speaker	14947	chatMessage			7927603860129167500
29	bugs_purple_legs_white_heads	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931530688.0	listener	bug-legs_color-purple	bug-wings_present-true	bug-head_color-white	no wings, pink head	7726	speaker	11581	chatMessage			-8225123046547559059
30	flowers_orange_stems_or_thorns	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931558551.0	listener	flower-stem_color-orange	flower-petals_color-purple	flower-center_color-orange	orange leaves, pink center	11043	speaker	20773	chatMessage			-6444465526475758048
31	flowers_orange_stems_or_thorns	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931585770.0	listener	flower-thorns_present	flower-center_color-white	flower-petals_color-white	orange leaves, pink center	7830	speaker	11183	chatMessage			3347949600030333990
32	bugs_white_legs_purple_wings_or_orange_antennae	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931603689.0	listener	bug-bug_wings_color-purple	bug-antennae_present-false	bug-bug_wings_color-purple	orange wings, orange antenna	8758	speaker	11482	chatMessage			-6902394738260380856
33	fish_white_stripes_or_purple_bodies_whiskers	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931625257.0	listener	fish-body_color-purple	fish-stripes_color-purple	fish-body_color-white	white stripes, orange body	6533	speaker	11457	chatMessage			1238966132888843429
34	bugs_antennae_or_wings_purple_bodies	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931656049.0	listener	bug-body_color-purple	bug-head_color-white	bug-legs_color-purple	pink head, white legs	9884	speaker	15604	chatMessage			-4720173857048150458
35	fish_whiskers	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931677097.0	listener	fish-whiskers_present	fish-body_color-white	fish-stripes_color-purple	pink body, white stripes	7796	speaker	11250	chatMessage			8555496140631620176
38	trees_purple_leaves_berries	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931745041.0	listener	tree-leaves_color-purple	tree-berries_color-orange	tree-berries_color-purple	green berries	10602	speaker	13199	chatMessage			8829726620932805572
39	flowers_orange_petals_purple_centers	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931765731.0	listener	flower-petals_color-orange	flower-petals_color-white	flower-center_color-purple	orange leaves, white center	7147	speaker	11203	chatMessage			7784839389452874558
40	bugs_orange_head	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931780896.0	listener	bug-head_color-orange	bug-head_color-white	bug-wings_present-true	orange head, no wings	5453	speaker	8290	chatMessage			-7739747787049327110
41	fish_white_bodies_orange_stripes_or_fangs	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931794354.0	listener	fish-stripes_color-orange	fish-stripes_color-purple	fish-body_color-white	orange body, no stripes	4717	speaker	7762	chatMessage			95072187922392408
42	flowers_purple_stems_thorns	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931810963.0	listener	flower-stem_color-purple	flower-center_color-purple	flower-center_color-white	orange center	5278	speaker	11000	chatMessage			8060684138867255330
43	flowers_purple_stems_white_petals_or_orange_centers	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931823761.0	listener	flower-center_color-orange	flower-center_color-purple	flower-center_color-white	orange center	4285	speaker	7746	chatMessage			7382309412018986228
44	birds_purple_wings_white_crests_or_white_tails	development	3824-e4983e90-05b6-4b3d-81c9-6529e88e0ed4	1554931837234.0	listener	bird-crest_tail_color-white	bird-crest_tail_color-purple	bird-crest_tail_color-orange	white head feathers	4825	speaker	7607	chatMessage			-6202977747746239346
0	bugs_purple_wings_or_white_legs	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927235259.0	speaker	bug-legs_color-white	bug-wings_present-false	bug-head_color-orange	The one with white heat and 8 legs	24977	speaker	33826	chatMessage			-5724589068135688529
0	bugs_purple_wings_or_white_legs	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927240974.0	speaker	bug-legs_color-white	bug-wings_present-false	bug-head_color-orange	white head	2690	speaker	39546	chatMessage			-5724589068135688529
1	birds_purple_wings_white_crests_or_white_tails	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927264724.0	speaker	bird-crest_tail_color-white	bird-tail_present-true	bird-crest_tail_color-orange	Purple feathers	6121	speaker	10813	chatMessage			-596276675458638470
2	birds_tails	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927285479.0	speaker	bird-tail_present	bird-bird_wing_color-orange	bird-crest_present-false	Yellow nose and white head feathers	8705	speaker	13989	chatMessage			-6128181902556292643
3	flowers_purple_stems_or_thorns_white_centers	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927321437.0	speaker	flower-center_color-white	flower-petals_color-orange	flower-stem_color-purple	Orange stem and orange dot in the middle of the flower	14055	speaker	23683	chatMessage			8156809157447374666
4	trees_without_leaves	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927347074.0	speaker	tree-leaves_present	tree-berries_present-true	tree-leaves_color-white	orange berries on the tree with no leaves	7694	speaker	14181	chatMessage			-4443475763913406260
5	fish_whiskers	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927380410.0	speaker	fish-whiskers_present	fish-fangs_present-false	fish-stripes_color-orange	fish with purple stripes and a long fang coming out of the mouth	15199	speaker	25142	chatMessage			6170804731057954690
6	fish_white_bodies_orange_stripes_or_fangs	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927414129.0	speaker	fish-stripes_color-orange	fish-stripes_present-true	fish-whiskers_present-false	all purple fish with 3 long wiskers and long fang from mouth	18502	speaker	25260	chatMessage			-3159079765854534027
7	bugs_without_wings	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927443898.0	speaker	bug-wings_present	bug-antennae_present-false	bug-antennae_color-orange	White antena on white head	10435	speaker	16384	chatMessage			5617221910684860777
8	bugs_purple_legs_white_heads_or_orange_wings	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927473243.0	speaker	bug-bug_wings_color-orange	bug-antennae_present-true	bug-legs_color-purple	orange antena with white legs 	16442	speaker	20118	chatMessage			5160553997630012483
9	birds_purple_tails	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927492586.0	speaker	bird-crest_tail_color-purple	bird-crest_present-true	bird-crest_tail_color-white	bald head 	3869	speaker	7201	chatMessage			6342385438768997128
10	trees_orange_trunks_or_berries_white_leaves	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927515851.0	speaker	tree-berries_present	tree-leaves_color-purple	tree-trunk_color-orange	red berries white leaves and white trnk	11952	speaker	16221	chatMessage			1526476828612781993
10	trees_orange_trunks_or_berries_white_leaves	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927518344.0	speaker	tree-berries_present	tree-leaves_color-purple	tree-trunk_color-orange	trunk	1074	speaker	18690	chatMessage			1526476828612781993
11	trees_purple_berries_or_white_trunks	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927541902.0	speaker	tree-trunk_color-white	tree-trunk_color-white	tree-berries_color-orange	purple trund blue berries	5954	speaker	11060	chatMessage			-6827631248592904103
11	trees_purple_berries_or_white_trunks	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927545490.0	speaker	tree-trunk_color-white	tree-trunk_color-white	tree-berries_color-orange	trunk	1020	speaker	14605	chatMessage			-6827631248592904103
12	bugs_white_heads_or_orange_antennae_purple_legs	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927566228.0	speaker	bug-head_color-white	bug-legs_color-purple	bug-head_color-orange	purple head, white legs	6609	speaker	13959	chatMessage			1664383407097632714
13	fish_white_stripes_or_purple_bodies_whiskers	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927580510.0	speaker	fish-body_color-purple	fish-body_color-orange	fish-body_color-purple	white fish	3423	speaker	5680	chatMessage			795750485311900189
15	trees_orange_trunks_or_berries_white_leaves	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927622124.0	speaker	tree-leaves_color-white	tree-trunk_color-white	tree-trunk_color-purple	orange trunk	2575	speaker	5372	chatMessage			3040023013971147942
16	birds_orange_tails_or_white_wings_orange_crests	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927645845.0	speaker	bird-bird_wing_color-white	bird-bird_wing_color-orange	bird-bird_wing_color-purple	white wing	2012	speaker	4902	chatMessage			-7242536937077801808
17	bugs_purple_wings_or_white_legs	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927673340.0	speaker	bug-bug_wings_color-purple	bug-head_color-orange	bug-head_color-white	purple head 	2511	speaker	7621	chatMessage			8462259295553080392
18	flowers_orange_petals_purple_centers	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927715810.0	speaker	flower-petals_color-orange	flower-thorns_present-false	flower-center_color-white	Purple stem Orange middle dot and purple spikes on stem	15398	speaker	25926	chatMessage			5971615638440496105
19	fish_fangs	development	8870-a0d526a8-ee7c-4762-b145-39b00734873c	1554927743353.0	speaker	fish-fangs_present	fish-body_color-orange	fish-stripes_color-purple	Purple fish NO lines on the fish	7852	speaker	12722	chatMessage			-6197718818492202154
